Sponsor,Name,Place,Where_Line_1,Where_Line_2,Where_Line_3,Cost,Description,Keyword,Type of Event,Event_Genre,Audience,Link,Schedule Type,Final_Start_date,Final_End_Date,EventStartDate1,EventCompleteDate1,Freq,Interval,By_day,By_month,By_monthDay,Sh_start1,Sh_end1,Sh_start2,Sh_end2,Sh_start3,Sh_end3,EventStartDate2,EventCompleteDate2,Freq1,Interval1,By_day1,By_month1,By_monthDay1,Sh_start4,Sh_end4,Sh_start5,Sh_end5,Sh_start6,Sh_end6,EventStartDate3,EventCompleteDate3,Freq2,Interval2,By_day2,By_month2,By_monthDay2,Sh_start7,Sh_end7,Sh_start8,Sh_end8,Sh_start9,Sh_end9,EventStartDate4,EventCompleteDate4,Freq3,Interval3,By_day3,By_month3,By_monthDay4,Event Poster,Sh_start10,Sh_end10,Sh_start11,Sh_end11,Sh_start12,Sh_end12,EventStartDate5,EventCompleteDate5,Freq4,Interval4,By_day4,By_month4,By_monthDay4,Sh_start13,Sh_end13,Sh_start14,Sh_end14,Sh_start15,Sh_end15,Start_Hours_on_Monday,End_Hours_on_Monday,Start_Hours_on_Tuesday,End_Hours_Tuesday,Start_Hours_OnWednesday,End_Hours_onWdnesday,Start_hours_onThursday,End_hours_onThursday,Start_hours_on_Friday,End_hours_on_Friday,Satrt_hours_onSaturday,End_hours_onSaturday,Start_hours_onSunday,End_hours_onSunday
,Old North Church Special Halloween Tour,,Old North Church,193 Salem St,"Boston, MA 02113",8,"Join the Old North Church for a SPECIAL Halloween tour full of suspicious deaths, mistaken identities, daring patriots, and more!Youll go on an exclusive, extended tour of the churchs crypt where over 1,100 people are buried, as well as a visit to Copps Hill Burying Ground, Bostons second oldest burying ground.Offered Saturday, October 27th- Wednesday, October 31st at 3pm. $8 for adults, $7 for students and seniors. Family friendly costumes encouraged!Dont miss out on this limited time opportunity! Call and reserve your spot today!For more information, call the Old North Church at 617-523-4848",,Exhibition,,Adults,www.oldnorth.com,openhour_based,27/10/2012,31/10/2012,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,,,15:00:00,16:00:00,15:00:00,16:00:00,15:00:00,16:00:00,15:00:00,16:00:00,,
,Downtown Boston Brass Strolling Musicians,,Downtown Crossing,59 Temple Pl,"Boston, MA 02111",0,"A strolling quartet of two trumpets, a trombone, and tuba will entertain the lunchtime crowds with a selection of all-time favorites.",,Concert,,Adults,www.bostonbid.org,performance_based,24/10/2012,31/10/2012,,,WEEKLY,1,"WE,FR,MO",1,Monday,12:00:00,14:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,DowntownostonBID_logo.png,,,,,,,24/10/2012,31/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Drop in Family Activities at the Arnold Arboretum,,"125 Arborway  Boston, MA 02130",,,0,"Drop in Family Activities at the Arnold Arboretum<br />Saturdays, 11:00am - 1:00pm<br />May 26, June 30, July 28, August 25, September 29, October 27Free! Activities may include scavenger hunts, science investigations, craft activities, stories, guided walks, and morediscover something new each month! Events are held under a tent outside of the Hunnewell Building, or inside when the weather is bad. No registration required.arboretum.harvard.edu",,Outdoors,,Families,,openhour_based,27/10/2012,22/12/2012,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,14:00:00,16:00:00,,
,Glass Fridays,,Diablo Glass School,123 Terrace St,"Boston, MA 02120",85,"Are you 21+ and interested in trying new things!?On the last Friday of every month Diablo welcomes you to an evening full of glass and wine! This event is perfect for a night out with friends, a fun date, or a way to meet new friends. Spend three hours in one of our studios to experience an introductory taste of working with hot glass in either glassblowing ($95) or bead-making ($75). Have fun learning new skills, making a glass keepsake of your own. Afterwards, you are invited to watch a glassblowing demonstration by our talented glass artists while socializing with the other attendees and a glass of wine!6:30  9:00 Workshop (You play with glass!)<br />9:00  9:30 Glassblowing demonstration with wine and talk.Space is limited! Call now to reserve your spot!",,Workshops,,Adults,www.diabloglassschool.com,performance_based,26/10/2012,28/12/2012,,,MONTHLY,1,,4,Saturday,18:30:00,21:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,26/10/2012,28/12/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,City Hall Farmers Market,,City Hall Plaza,Cambridge Street,"Boston, MA 02201",0,"MONDAY VENDORSArt of the Meal, Hyannis, MA<br />Culinary Cruisers, Somerville, MA<br />Danish Pastry House, Watertown, MA<br />Fastachi, Watertown, MA<br />Freitas Farm, Middleboro, MA<br />Keown Orchards, Sutton, MA<br />MacArthur Farm, Holliston, MA<br />Noquochoke Orchards, Westport, MA<br />Silverbrook Farm, Dartmouth, MA<br />Stillmans Farm, New Braintree, MA<br />When Pigs Fly Bread, York, ME",,Farmers Market,,All public,www.bostonpublicmarket.org,openhour_based,29/10/2012,05/11/2012,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,,,ONCE,1,,1,Monday,,,,,,,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00
,Wetu in the City,,Hibernian Hall,184 Dudley St,"Boston, MA 02119",25,"New African Company & Hibernian Hall, In honor of Native American Month, present this contemporary tale of a Native American tribe in the middle of the South Bronx. Calvin always knew that he had Indian relative, he just didnt know they lived 9 stops away on the 2 Train on ""The Rez"".",,Theater,,Adults,madison-park.org,performance_based,15/11/2012,15/11/2012,,,DAILY,1,,1,Monday,19:30:00,21:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,15/11/2012,15/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,StyleFixx 2012,,Boston Center for the Arts,539 Tremont St,"Boston, MA 02116",0,"Fashion, Beauty, Fitness, Cocktails and Home Dcor; PLUS More Shopping than ever before! Its time for Bostons largest fashion and beauty event. StyleFixx is here! Consult with 55 independent professional designers and shop their Fall 2012 lines. Discover our new Indie Incubator featuring up-and-coming designers. Score a famous STYLEFIXX Swag Bag Tote stuffed with spectacular products including Tei Spa Essentials, Zico & more! Sip complimentary BareFoot Wine & Champagne. Create your dream engagement ring at the Jewelers Building Lounge. Relax with a complimentary massage by Massage Envy and enjoy hair and facial treatments by Jose Eber and Dermalogica. Sample Haru Sushi, and delicious cupcakes compliments of Bad Kat Kupkakes. And so much more! Tickets are available now for this spectacular event at www.stylefixx.com",,Exhibition,,Adults,www.stylefixx.com,openhour_based,24/10/2012,25/10/2012,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,,,17:00:00,22:00:00,17:00:00,22:00:00,,,,,,
,Chanson Profanes,Edward M. Pickman Concert Hall,Edward M. Pickman Concert Hall,27 Garden St,"Cambridge, MA 02138",18,"Celebrating anniversaries of Claude Debussy (1862-1918) and Jean Franaix (1912-97), this concert features some little-known secular French works from the twentieth century that combine humor and virtuosity.",,Concert,,Adults,www.bostonchoral.org,performance_based,09/11/2012,11/11/2012,11/11/2012,11/11/2012,ONCE,1,,1,Monday,20:00:00,22:00:00,,,,,,,ONCE,1,,1,Monday,15:00:00,17:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,09/11/2012,09/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,"at first a childhood, limitless and free: Mendelssohn, Bond, Ives, Knussen, Saint-Saens",,First Church in Boston,66 Marlborough St,"Boston, MA 02116",23,"With Charles Ives vivid memories of his youth, Oliver Knussens reflections of an unwilling grownup, and works by two of historys greatest child prodigies, Chameleon Arts Ensemble celebrates the freedom of childhood and the limitless possibilities of unfettered imagination. The program features Mendelssohns Viola Sonata and Camille Saint-Saens Piano Quartet, Op. 41 alongside Oliver Knussens Hums & Songs of Winnie the Pooh for high soprano & chamber ensemble, Charles Ives Violin Sonata No. 4, subtitled Childrens Day at the Camp Meeting, and Victoria Bonds Hot Air for woodwind quintet, a musical rendering of Jonathan Swifts classic tale Gullivers Travels.",,Concert,,Adults,www.chameleonarts.org,performance_based,03/11/2012,04/11/2012,04/11/2012,04/11/2012,ONCE,1,,1,Monday,08:00:00,10:00:00,,,,,,,ONCE,1,,1,Monday,16:00:00,18:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,03/11/2012,03/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Radius Ensemble,,United South End Settlements Harriet Tubman House,566 Columbus Ave,"Boston, MA 02118",0,"Join us for a musical performance by the Radius Ensemble at the United South End Settlements Harriet Tubman House on Thursday November 8th from 6:00 - 8:00 pm. This event is free and open to the public. Light refreshments will be served.Radius Ensemble has earned rave reviews and a dedicated following by reinvigorating classical music for a new generation. A chamber music ensemble of winds, strings, and piano, Radius performs music from the classical period to the modern era, from beloved masterpieces to undiscovered gems. Learn more at radiusensemble.org.<br /> Radius is energetic and eclecticin complete command, a performance bursting with color (Matthew Guerrieri, Boston Globe)<br />Radius Ensemble has received a generous grant from the Free for All Concert Fund to present a series of three free concerts along the #1 Bus Route.<br />Please RSVP to this free event by visiting www.uses.org/radius<br />United South End Settlements Harriet Tubman House is located at 566 Columbus Ave, Boston, MA 02118. For more information please contact Chelsea Revelle at 617-375-8159 or crevelle@uses.org",,Concert,,Adults,www.uses.org,performance_based,08/11/2012,08/11/2012,,,ONCE,1,,1,Monday,18:00:00,20:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,08/11/2012,08/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Pui Chan: Kung Fu Pioneer,,"Paramount Center, Bright Family Screening Room",559 Washington St,"Boston, MA 02111",10,"ArtsEmerson: The World On Stage presents ""Pui Chan: Kung Fu Pioneer."" Step into the extraordinary life of a Chinese immigrant who achieved the American dream. This biography follows a boy who learns the value of hard work and perseverance through kung fu training. He escapes the harshness of political oppression, bravely ventures out and embraces opportunity in a new land. The highly recognized Grandmaster Pui Chan is one of the pioneers responsible for bringing traditional kung fu to America. He built the first U.S. kung fu temple and leads an international martial arts system. Puis daughter, Mimi Chan, confronts the challenges of trying to keep tradition alive in a modernized era.*Special guest appearance by director Mimi Chan and Grandmaster Pui Chan*",,Movies,,Adults,artsemerson.org,performance_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,12:30:00,14:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,28/10/2012,28/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Reel Food: A Shorts Program,,"Paramount Center, Bright Family Screening Room",559 Washington St,"Boston, MA 02111",10,"ArtsEmerson: The World On Stage presents ""Reel Food: A Shorts Program."" A showcase of some of the finest short films by up-and-coming filmmakers who make cinematic forays into personal identity, family crises and everything else in life. This program features ""Wonder Boy"" (Corrie Chen), ""People Arent All Bad"" (Matthew Hashiguchi), ""The Commitment"" (Albert M. Chan), ""Bleached"" (Jessica Dela Merced), ""Caf Eleve"" (Kelly Li), ""My 2009 Experience"" (Henry Ho),""Commitment"" (Raahul Singh) and ""Nani"" (Justin Tipping).",,Movies,,Adults,artsemerson.org,performance_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,15:00:00,16:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,28/10/2012,28/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,OM,,Brighton Music Hall,158 Brighton Ave,"Allston, MA 02134",15,"Formed in 2003, OM began as a duo made from the rhythm section of the disbanded doom-metal band, Sleep. Currently consisting of Al Cisneros on vocals and bass and Grails drummer, Emil Amos, OMs bass-drums-vocals configuration provides for lumbering, dirge-like soundscapes, which are infused with monastic and Tibetan chanting. Advaitic Songs, the long awaited follow up to 2009s God is Good, will be released July 24, 2012 and will feature an expanded musical palette along with the OM signature slow, heavy, hypnotic drone-rock.Presented in association with Crossroads Presents.Show is 18+",,Concert,,Adults,www.worldmusic.org,performance_based,20/11/2012,20/11/2012,,,ONCE,1,,1,Monday,21:00:00,23:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,20/11/2012,20/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Rock and Roll Petting Zoo,,Cambridge Performing Arts Center,535 Cambridge St,"Cambridge, MA 02141",0,"Join us for an Saturday afternoon of musical exploration!Children and parents will get up close and personal with the instruments they hear on the radio and see played on stage. Faculty from the School of Groove will perform and demonstrate several different instruments. Then students will get a chance to touch, blow, pluck, bow, and strike as much as they want, and get a free trial lesson on their instrument of choice.",,Concert,,Children,www.schoolofgroove.com,performance_based,10/11/2012,10/11/2012,,,ONCE,1,,1,Monday,13:00:00,14:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,10/11/2012,10/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,SafeGuard: A Free Staged Reading,,Cloud Place,647 Boylston St,"Boston, MA 02116",0,,,Reading,,Adults,safeguard.eventbrite.com,performance_based,24/10/2012,24/10/2012,,,ONCE,1,,1,Monday,20:00:00,21:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,24/10/2012,24/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Kyle Abraham/abraham.in.moti,,Institute of Contemporary Art,100 Northern Ave,"Boston, MA 02210",40,"Also performing on Saturday, November 17, at 8:00 PM<br />------------------------------<br />Its smart and self-aware, and luscious too: the complete package.New York TimesBessie Awardwinner Kyle Abraham and his seven-member company, abraham.in.motion, dance with a highly engaging, larger-than-life style that combines influences ranging from hip-hop to ballet. The Radio Show revolves around the closure of the urban Pittsburgh radio station that Abraham grew up listening to and sets the stage for an exploration of cultural identity, personal history and the heartbeat of a neighborhood. The musical score mixes together recordings of classic soul and hip-hop with contemporary classical compositions by Ryoji Ikeda and Alva Noto.Free preperformance talks with dance critic Debra Cash.<br />Free postperformance Q&A with the company Friday, November 16.",,Theater,,Adults,www.worldmusic.org,performance_based,16/11/2012,17/11/2012,17/11/2012,17/11/2012,DAILY,1,,1,Monday,19:30:00,21:30:00,,,,,,,DAILY,1,,1,Monday,20:00:00,22:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,16/11/2012,16/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Now or Later,,"Calderwood Pavilion at the BCA, South End",527 Tremont St,"Boston, MA 02116",40,"On election night, the son of a Presidential candidate sends his fathers political team into crisis mode when controversial photos of him at a college party spread over the internet, potentially sparking an international incident. Smart and timely, Christopher Shinns searching new play examines religion, freedom of expression, and personal responsibility.""Riveting, thrillingly paced, and effervescent with wit and intelligence. Urgent and unmissable!""<br />  The Times of London",,Theater,,Adults,www.huntingtontheatre.org,performance_based,24/10/2012,10/11/2012,24/10/2012,10/11/2012,WEEKLY,1,"TU, WE, TH",1,Monday,19:30:00,21:30:00,,,,,,,WEEKLY,1,"FR, SA",1,Monday,20:00:00,22:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,24/10/2012,10/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Shanghai Calling,,"Paramount Center, Bright Family Screening Room",559 Washington St,"Boston, MA 02111",10,"ArtsEmerson: The World On Stage presents ""Shanghai Calling."" Shanghai Calling is a romantic comedy about modern-day American immigrants in an unfamiliar land.  When an ambitious New York attorney is sent to Shanghai on assignment, he immediately stumbles into a legal mess that could spell the end of his career.  But with help from a beautiful relocation specialist, a well-connected foreign businessman, a clever but unassuming journalist and a street-smart assistant, Sam might just save his job, discover romance and learn to appreciate the many wonders Shanghai has to offer.*Includes Q&A with producer Janet Yang*",,Movies,,Adults,artsemerson.org,performance_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,17:00:00,18:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,28/10/2012,28/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Sharon Van Etten,,Paradise Rock Club,967 Commonwealth Ave,"Boston, MA 02215",17,"With a starkly powerful voice, Sharon Van Etten is a master of writing songs with direct honesty and feeling. She has become one of the strongest indie voices of the past few years, playing the Hollywood Bowl with Neko Case and Radio City Music Hall with The Antlers, singing on new records for Beirut and Ed Askew and collaborating with Bon Ivers Justin Vernon and Megafaun. Tramp, her most recent Jagjaguwar recording, was produced by Aaron Dessner of The National. Seattles Indie-folk legend Damien Jurado will open. A snarling hard-core punk turned diligently bleeding heart, Mr. Jurado is a folk singer-songwriter with rare delicacy and resilience.New York TimesPresented in association with Crossroads Presents.Show is 18+",,Concert,,Adults,www.worldmusic.org,performance_based,11/11/2012,11/11/2012,,,ONCE,1,,1,Monday,20:00:00,22:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,11/11/2012,11/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,Studebaker Day,,Larz Anderson Auto Museum,15 Newton St,"Brookline, MA 02445",10,,,Exhibition,,Adults,www.larzanderson.org,openhour_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,10:00:00,15:00:00
,Sunset Stories,,"Paramount Center, Bright Family Screening Room",559 Washington St,"Boston, MA 02111",10,"ArtsEmerson: The World On Stage presents ""Sunset Stories."" May (Monique Gabriela Curnen, ""The Dark Knight""), is a high-strung nurse based in Boston. She reluctantly returns to Los Angeles, her former home, to retrieve bone marrow for a transplant. Soon after her trip begins, her world turns upside down when past and present collide and she runs smack into rocker JP (Sung Kang from the Fast & Furious series), her former fianc who she left five years earlier. Flustered, May loses the cooler containing the marrow. With only 24 hours remaining, the two embark on an After Hours-style journey up and down Sunset Boulevard, meeting a cast of eccentrics ranging from a transgender chanteuse at the Silverlake Lounge, a self-conscious young Mexican graphic artist, a struggling actor who takes any gig seriously (even if its dressed as a tube of toothpaste on the Hollywood Walk of Fame), and a bag lady who may just be Kevin Bacons biggest fan.",,Movies,,Adults,artsemerson.org,performance_based,26/10/2012,26/10/2012,,,ONCE,1,,1,Monday,17:00:00,18:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,26/10/2012,26/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,The Boston Youth Symphony Orchestras 55th Season Opening Concert,,Symphony Hall,301 Massachusetts Ave,"Boston, MA 02115",20,"Boston Youth Symphony<br />Federico Cortese, ConductorBeethoven Symphony No. 2<br />Stravinsky Petrushka (1947)Featuring a performance from BYSOs Repertory Orchestra and Junior Repertory Orchestra",,Concert,,Adults,www.bysoweb.org,performance_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,15:00:00,17:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,28/10/2012,28/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,The Kings Chapel Choir sings The Company of Heaven,,Kings Chapel,58 Tremont St,"Boston, MA 02108",15,"The Kings Chapel Concert Series kicks off its 55th season with two celestial choral works: Benjamin Brittens ""The Company of Heaven"" and Carson Coomans ""The Evening Choir."" Enjoy a one-hour long concert with Kings Chapels all-professional choir conducted by Music Director Heinrich Christensen. Soloists are soprano Mary Sullivan and tenor Thomas Gregg, Featured artists include John Grimes (timpani) and Mark Dwyer (organ).",,Concert,,Adults,www.kings-chapel.org,performance_based,28/10/2012,28/10/2012,,,ONCE,1,,1,Monday,17:00:00,18:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,28/10/2012,28/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,The German Year,,Community Music Center of Boston,34 Warren Ave,"Boston, MA 02116",0,"CMCBs popular Lecture/Concert Series kicks off with ""The German Year,"" featuring a string quartet performing Overture to ""The Flying Dutchman by Paul Hindemith. The concert will conclude with Piano Trio in B major, by Johannes Brahms.Musicians:<br />Julia Cash, violin<br />Nicole Parks, viola<br />Karl Orvik, violin<br />Michael Dahlberg, cello<br />Stephen Yenger, pianoFree and open to the public.<br />Thursday, October 25th 7pm",,Show,,Adults,www.cmcb.org,performance_based,25/10/2012,25/10/2012,,,ONCE,1,,1,Monday,19:00:00,20:30:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,25/10/2012,25/10/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,THE SCREWTAPE LETTERS,,"The Cutler Majestic Theatre, Emerson College",219 Tremont St,"Boston, MA 02116",50,"THE SCREWTAPE LETTERS, the provocative and wickedly funny theatrical adaptation of the C.S. Lewis novel about spiritual warfare from a demons point of view, will return to Boston by popular demand for three performances only.  The limited engagement will run at the Cutler Majestic Theatre at Emerson College, 219 Tremont Street in Boston, Friday November 30 and Saturday, December 1.  THE SCREWTAPE LETTERS performed to sell out houses previously at the Cutler Majestic Theatre in December of 2011.The National Tour of THE SCREWTAPE LETTERS kicked off after a hit nine-month run at the Westside Theatre in New York City where it entertained 50,000 theatergoers.  Prior to that, THE SCREWTAPE LETTERS was a sold out hit in Chicago and Washington D. C. where it ran for a combined eight months.Now in its second smash year, THE SCREWTAPE LETTERS National Tour has delighted capacity audiences in 50 major cities including Los Angeles, San Francisco, Atlanta, Salt Lake City, Orlando, Seattle and Houston.   Over 200,000 have seen this production on tour, which continues to attract a national following.<br />Associated Press calls THE SCREWTAPE LETTERS Devilishly funny! The Chicago Sun-Times hails the production as Smart, sizzling entertainment! The Boston Globe raves that it is Engrossing and Entertaining! and The Chicago Tribune says THE SCREWTAPE LETTERS is Very smart...richly rewarding...exuberant theatricality!  <br />THE SCREWTAPE LETTERS creates a topsy-turvy morally inverted universe set in an eerily stylish office in hell, where God is called the Enemy and the devil is referred to as Our Father below.  The play follows His Abysmal Sublimity Screwtape, Satans top psychiatrist (due to his profound understanding of human nature), and his slavish creature-demon Toadpipe, as they train an apprentice demon, Wormwood, on how to ruin the life and damn the soul of an unsuspecting human on earth.  Screwtape is played by award-winning actor Max McLean.Along with The Chronicles of Narnia (including The Lion, The Witch and The Wardrobe), The Great Divorce and Mere Christianity, THE SCREWTAPE LETTERS is still one of Lewis most popular and influential works.  The books piercing insight into human nature and the lucid and humorous way Lewis makes his readers squirm in self-recognition made it an immediate success.  When first published in 1942 it brought worldwide fame to this little-known Oxford don including the cover of Time Magazine.The idea for Screwtape first came to Lewis after listening to Hitlers Reichstag Speech on July 19, 1940, while it was simultaneously translated on BBC Radio.  Lewis wrote I dont know if Im weaker than other people, but it is a positive revelation to me how while the speech lasts it is impossible not to waver just a little Statements which I know to be untrue all but convince meif only the man says them unflinchingly.Lewis dedicated it to his close friend J. R. R. Tolkien who had expressed to Lewis that delving too deeply into the craft of evil would have consequences.  Lewis admitted as much when he wrote Though I had never written anything more easily, I never wrote with less enjoyment . . . though it was easy to twist ones mind into the diabolical attitude, it was not fun, or not for long. The work into which I had to project myself while I spoke through Screwtape was all dust, grit, thirst, and itch. Every trace of beauty, freshness, and geniality had to be excluded.THE SCREWTAPE LETTERS is produced by New York City based Fellowship for the Performing Arts. Max McLean serves as Artistic Director.  Executive Producer and General Manager is Ken Denison of Aruba Productions. Scenic Design is by Cameron Anderson, Costumes by Michael Bevins, Lighting Design by Jesse Klug, and Original Music and Sound Design by John Gromada.",,Theater,,Adults,www.screwtapeonstage.com,performance_based,30/11/2012,30/11/2012,,,ONCE,1,,1,Monday,20:00:00,22:00:00,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,,,,,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,30/11/2012,30/11/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
,The Pianist of Willesden Lane,,Paramount Center: The Jackie Liebergott Black Box Theatre,559 Washington St,"Boston, MA 02111",0,"ArtsEmerson: The World on Stage presents The Pianist of Willesden Lane. Set in Vienna in 1938 and London during the Blitzkrieg, The Pianist of Willesden Lane tells the true story of Mona Golabeks mother, noted pianist and author Lisa Jura. A young Jewish pianist, Lisa dreams of a concert debut at the storied Musikverein concert hall. When Lisa is swept up in the kindertransport, to protect her from the Nazi regime, everything about her life is upended except her love of music and her pursuit of that dream. Golabek performs some of the worlds most beloved piano music in this poignant tribute to her remarkable mother. Directed by Hershey Felder (who brought Leonard Bernstein and George Gershwin to life at ArtsEmerson last season), The Pianist of Willesden Lane is about hope, survival and how, through our darkest times, music has the power to help us survive.",,Theater,,All public,artsemerson.org,performance_based,23/11/2012,16/12/2012,23/11/2012,16/12/2012,WEEKLY,1,"FR,SA",1,Monday,20:00:00,22:00:00,,,,,23/11/2012,16/12/2012,WEEKLY,1,"WE, TH",1,Monday,19:30:00,21:30:00,,,,,,,WEEKLY,1,SU,1,Monday,13:00:00,15:00:00,17:00:00,19:00:00,,,,,ONCE,1,,1,Monday,citysom_logo_email.png,,,,,,,23/11/2012,16/12/2012,ONCE,1,,1,Monday,,,,,,,,,,,,,,,,,,,,
